COUNTRY CODE	MOBILE NUMBER	SONG NUMBER	TIMESTAMP
FR	+33 7 36 77 61 47	8	2025-05-30 14:06:10
FR	+33 6 88 57 84 68	20	2025-05-30 14:51:31
FR	+33 7 28 96 09 76	16	2025-05-30 14:32:53
FR	+33 6 45 07 44 19	13	2025-05-30 14:20:25
FR	+33 7 15 05 75 29	18	2025-05-30 14:18:21
FR	+33 6 52 59 46 01	10	2025-05-30 14:35:28
FR	+33 7 06 41 24 30	19	2025-05-30 14:12:47
FR	+33 6 77 98 38 80	17	2025-05-30 14:42:58
FR	+33 6 92 85 70 55	24	2025-05-30 14:51:08
FR	+33 7 62 89 00 94	19	2025-05-30 14:11:27
FR	+33 6 41 51 45 97	23	2025-05-30 14:02:04
FR	+33 6 04 70 21 79	5	2025-05-30 14:19:34
FR	+33 7 40 67 79 36	21	2025-05-30 14:01:57
FR	+33 6 44 91 86 64	23	2025-05-30 14:46:30
FR	+33 6 36 93 68 84	9	2025-05-30 14:11:42
FR	+33 6 64 46 57 61	12	2025-05-30 14:07:08
FR	+33 7 40 56 74 14	21	2025-05-30 14:12:49
FR	+33 6 12 49 19 81	1	2025-05-30 14:10:59
FR	+33 6 86 91 02 92	1	2025-05-30 14:02:55
FR	+33 7 82 77 76 40	15	2025-05-30 14:30:48
FR	+33 7 62 43 90 14	2	2025-05-30 14:55:38
FR	+33 7 24 93 09 07	22	2025-05-30 14:02:34
FR	+33 6 60 27 56 50	16	2025-05-30 14:50:46
FR	+33 7 88 53 28 35	25	2025-05-30 14:12:21
FR	+33 7 43 43 99 61	8	2025-05-30 13:58:49
FR	+33 6 48 40 63 74	13	2025-05-30 14:12:06
FR	+33 6 56 48 91 77	21	2025-05-30 14:01:16
FR	+33 7 68 87 59 75	1	2025-05-30 14:17:49
FR	+33 6 64 96 67 57	16	2025-05-30 14:19:51
FR	+33 7 53 46 47 04	7	2025-05-30 14:15:22
FR	+33 7 34 89 68 77	5	2025-05-30 14:55:51
FR	+33 7 84 50 41 36	22	2025-05-30 14:24:40
FR	+33 6 55 73 45 71	23	2025-05-30 14:48:56
FR	+33 7 27 33 55 46	3	2025-05-30 14:14:54
FR	+33 7 17 16 10 37	12	2025-05-30 14:32:17
FR	+33 7 46 90 81 78	16	2025-05-30 14:41:31
FR	+33 6 99 53 99 89	19	2025-05-30 14:13:14
FR	+33 6 63 37 79 91	5	2025-05-30 14:53:54
FR	+33 7 71 54 53 27	22	2025-05-30 14:49:06
FR	+33 7 17 06 69 01	25	2025-05-30 14:01:53
FR	+33 6 29 44 41 29	14	2025-05-30 14:13:27
FR	+33 6 77 60 22 52	5	2025-05-30 14:25:51
FR	+33 7 11 66 19 96	15	2025-05-30 14:55:51
FR	+33 7 92 66 54 54	17	2025-05-30 14:48:20
FR	+33 7 94 55 87 09	14	2025-05-30 14:57:16
FR	+33 7 20 58 76 90	20	2025-05-30 14:44:09
FR	+33 6 52 35 51 81	5	2025-05-30 14:14:42
FR	+33 6 65 16 46 60	12	2025-05-30 14:31:17
FR	+33 6 22 23 18 55	16	2025-05-30 14:38:19
FR	+33 7 96 68 19 11	16	2025-05-30 14:32:24
FR	+33 7 40 91 73 85	21	2025-05-30 14:02:06
FR	+33 7 67 22 66 87	7	2025-05-30 14:29:19
FR	+33 7 39 27 39 66	4	2025-05-30 14:45:09
FR	+33 7 63 29 69 95	1	2025-05-30 14:23:36
FR	+33 6 31 81 89 75	5	2025-05-30 14:55:38
FR	+33 6 56 32 25 84	23	2025-05-30 14:14:11
FR	+33 7 30 56 20 09	10	2025-05-30 14:08:34
FR	+33 6 65 04 13 29	22	2025-05-30 14:23:45
FR	+33 7 18 95 51 79	5	2025-05-30 14:42:06
FR	+33 6 17 62 65 68	4	2025-05-30 14:57:13
FR	+33 7 63 57 99 00	2	2025-05-30 14:33:26
FR	+33 6 94 73 52 99	20	2025-05-30 14:20:08
FR	+33 7 00 85 88 79	10	2025-05-30 14:53:15
FR	+33 7 43 00 69 37	19	2025-05-30 14:30:22
FR	+33 6 36 42 22 97	1	2025-05-30 14:11:29
FR	+33 7 78 26 03 69	24	2025-05-30 14:12:22
FR	+33 6 55 78 27 53	5	2025-05-30 14:39:38
FR	+33 7 53 95 53 55	13	2025-05-30 14:52:38
FR	+33 6 50 03 73 90	4	2025-05-30 14:32:43
FR	+33 6 72 38 22 02	16	2025-05-30 14:55:26
FR	+33 7 85 10 73 77	24	2025-05-30 14:38:01
FR	+33 6 85 56 89 94	16	2025-05-30 14:02:53
FR	+33 6 40 11 18 67	23	2025-05-30 14:17:12
FR	+33 6 74 98 82 58	2	2025-05-30 14:37:35
FR	+33 7 16 32 64 04	17	2025-05-30 14:37:38
FR	+33 6 00 71 54 20	20	2025-05-30 14:38:39
FR	+33 7 66 88 63 47	24	2025-05-30 14:25:13
FR	+33 7 61 04 27 09	12	2025-05-30 14:10:55
FR	+33 7 17 29 79 74	18	2025-05-30 14:18:18
FR	+33 6 06 83 00 12	3	2025-05-30 14:23:39
FR	+33 7 56 20 23 03	1	2025-05-30 14:57:40
FR	+33 6 60 38 76 12	1	2025-05-30 14:48:53
FR	+33 7 21 38 78 08	19	2025-05-30 14:36:16
FR	+33 7 48 75 65 64	11	2025-05-30 14:16:56
FR	+33 6 65 92 65 29	5	2025-05-30 14:36:41
FR	+33 6 31 50 30 00	12	2025-05-30 14:02:32
FR	+33 7 68 57 62 69	3	2025-05-30 14:02:20
FR	+33 6 19 95 89 81	1	2025-05-30 14:53:06
FR	+33 7 98 44 94 84	1	2025-05-30 14:30:34
FR	+33 7 69 12 86 94	8	2025-05-30 14:56:52
FR	+33 6 02 56 38 98	10	2025-05-30 14:10:11
FR	+33 6 47 69 72 18	11	2025-05-30 14:10:38
FR	+33 6 29 99 94 91	12	2025-05-30 14:50:23
FR	+33 6 97 86 43 62	13	2025-05-30 14:00:17
FR	+33 7 73 54 64 27	12	2025-05-30 14:13:38
FR	+33 7 53 79 41 18	14	2025-05-30 14:45:40
FR	+33 7 54 65 81 38	2	2025-05-30 14:03:39
FR	+33 7 17 68 94 21	19	2025-05-30 14:26:43
FR	+33 7 84 62 56 03	18	2025-05-30 14:28:20
FR	+33 7 21 36 57 01	3	2025-05-30 14:54:57
FR	+33 6 90 34 43 36	23	2025-05-30 14:45:46
FR	+33 6 23 41 13 44	17	2025-05-30 14:42:05
FR	+33 6 94 70 02 47	8	2025-05-30 14:42:47
FR	+33 7 24 83 93 39	10	2025-05-30 14:11:49
FR	+33 7 45 11 79 69	2	2025-05-30 14:01:41
FR	+33 7 48 37 98 65	19	2025-05-30 14:05:29
FR	+33 6 41 76 79 96	9	2025-05-30 14:06:28
FR	+33 6 13 73 34 94	7	2025-05-30 14:37:39
FR	+33 6 39 56 84 96	4	2025-05-30 14:49:52
FR	+33 7 52 37 15 52	21	2025-05-30 14:18:10
FR	+33 6 35 58 20 11	18	2025-05-30 14:51:13
FR	+33 6 10 51 80 93	13	2025-05-30 14:25:51
FR	+33 6 71 57 07 81	11	2025-05-30 14:09:52
FR	+33 7 99 14 16 64	24	2025-05-30 14:04:31
FR	+33 7 95 06 83 37	4	2025-05-30 14:34:14
FR	+33 7 42 25 90 78	25	2025-05-30 14:41:13
FR	+33 7 26 30 78 10	21	2025-05-30 14:25:08
FR	+33 6 51 49 48 51	25	2025-05-30 14:11:17
FR	+33 7 68 50 01 17	4	2025-05-30 14:49:15
FR	+33 7 11 33 76 76	10	2025-05-30 14:45:56
FR	+33 7 89 97 81 84	5	2025-05-30 14:27:48
FR	+33 7 47 25 57 98	9	2025-05-30 14:35:26
FR	+33 7 94 27 46 76	24	2025-05-30 14:15:21
FR	+33 7 40 72 84 90	3	2025-05-30 14:01:24
FR	+33 7 94 52 89 90	17	2025-05-30 14:06:31
FR	+33 7 81 44 62 64	3	2025-05-30 14:14:58
FR	+33 7 78 98 38 00	16	2025-05-30 14:38:50
FR	+33 6 83 25 45 12	4	2025-05-30 14:49:04
FR	+33 6 20 06 53 94	18	2025-05-30 14:30:39
FR	+33 6 61 63 93 01	17	2025-05-30 14:08:08
FR	+33 7 19 96 08 78	7	2025-05-30 14:28:55
FR	+33 7 76 07 45 40	24	2025-05-30 14:49:25
FR	+33 6 01 43 75 37	23	2025-05-30 14:07:02
FR	+33 7 53 56 56 15	5	2025-05-30 14:23:17
FR	+33 6 33 49 92 08	12	2025-05-30 14:38:24
FR	+33 7 62 03 48 86	17	2025-05-30 14:05:14
FR	+33 6 46 58 46 04	23	2025-05-30 14:34:04
FR	+33 6 58 27 16 13	13	2025-05-30 14:19:00
FR	+33 6 84 64 84 84	23	2025-05-30 14:26:58
FR	+33 6 37 98 75 60	25	2025-05-30 14:27:57
FR	+33 7 13 13 09 64	3	2025-05-30 14:06:45
FR	+33 6 03 97 29 54	9	2025-05-30 14:09:01
FR	+33 7 55 23 67 05	17	2025-05-30 14:12:25
FR	+33 6 25 77 77 16	17	2025-05-30 14:28:59
FR	+33 6 22 97 06 85	20	2025-05-30 14:14:31
FR	+33 7 54 64 40 44	16	2025-05-30 14:32:02
FR	+33 6 59 58 77 77	25	2025-05-30 14:20:46
FR	+33 7 64 28 32 19	22	2025-05-30 14:23:06
FR	+33 6 14 54 84 44	13	2025-05-30 13:59:16
FR	+33 6 83 49 36 44	19	2025-05-30 14:03:05
FR	+33 7 25 01 54 13	17	2025-05-30 14:19:59
FR	+33 7 77 24 67 29	4	2025-05-30 14:46:27
FR	+33 7 76 90 53 23	12	2025-05-30 14:48:55
FR	+33 7 84 69 04 62	9	2025-05-30 14:48:44
FR	+33 7 46 13 57 61	19	2025-05-30 14:50:32
FR	+33 6 29 72 02 37	12	2025-05-30 14:01:36
FR	+33 7 35 78 97 75	9	2025-05-30 14:08:47
FR	+33 6 83 18 71 61	7	2025-05-30 14:24:14
FR	+33 6 56 17 70 51	14	2025-05-30 14:38:15
FR	+33 6 63 75 20 96	20	2025-05-30 14:10:50
FR	+33 6 90 50 86 99	19	2025-05-30 14:56:44
FR	+33 6 02 13 65 31	15	2025-05-30 14:36:41
FR	+33 7 74 22 67 59	16	2025-05-30 14:06:30
FR	+33 6 91 37 07 20	21	2025-05-30 14:02:01
FR	+33 6 46 00 29 81	5	2025-05-30 14:51:49
FR	+33 7 63 35 96 05	3	2025-05-30 14:03:42
FR	+33 6 95 24 44 55	12	2025-05-30 14:26:38
FR	+33 6 28 78 04 15	25	2025-05-30 14:49:44
FR	+33 7 20 25 53 96	20	2025-05-30 14:36:54
FR	+33 7 20 23 13 75	21	2025-05-30 14:08:14
FR	+33 7 99 62 46 37	4	2025-05-30 14:41:47
FR	+33 6 86 50 80 39	21	2025-05-30 14:52:25
FR	+33 6 90 63 31 93	23	2025-05-30 14:56:24
FR	+33 7 50 51 50 58	16	2025-05-30 14:57:15
FR	+33 7 51 12 06 44	25	2025-05-30 14:49:21
FR	+33 7 09 03 36 70	7	2025-05-30 14:58:04
FR	+33 7 63 20 69 09	13	2025-05-30 14:22:00
FR	+33 7 71 43 78 68	21	2025-05-30 13:59:16
FR	+33 6 39 40 91 38	10	2025-05-30 14:41:41
FR	+33 7 05 92 23 03	7	2025-05-30 14:45:03
FR	+33 7 56 92 67 85	14	2025-05-30 14:55:05
FR	+33 7 26 05 52 38	5	2025-05-30 14:10:04
FR	+33 7 33 66 35 64	3	2025-05-30 14:32:36
FR	+33 6 74 67 56 97	23	2025-05-30 14:17:35
FR	+33 6 44 01 02 87	11	2025-05-30 14:27:30
FR	+33 7 08 39 91 45	11	2025-05-30 14:36:28
FR	+33 7 54 96 87 43	18	2025-05-30 14:46:26
FR	+33 6 76 09 24 55	15	2025-05-30 14:40:39
FR	+33 6 76 07 42 38	12	2025-05-30 14:39:44
FR	+33 7 07 03 27 08	9	2025-05-30 14:57:53
FR	+33 7 16 06 23 35	10	2025-05-30 14:00:21
FR	+33 6 86 40 48 19	12	2025-05-30 14:41:00
FR	+33 6 81 31 88 65	17	2025-05-30 14:56:19
FR	+33 7 06 07 36 81	6	2025-05-30 14:57:36
FR	+33 7 82 92 06 87	7	2025-05-30 14:19:02
FR	+33 6 35 14 24 33	14	2025-05-30 14:02:33
FR	+33 7 86 51 21 52	13	2025-05-30 14:18:59
FR	+33 7 42 91 48 68	8	2025-05-30 14:52:36
FR	+33 6 45 40 05 17	10	2025-05-30 14:37:21
FR	+33 6 96 24 32 73	9	2025-05-30 14:28:25
FR	+33 6 19 66 88 40	18	2025-05-30 14:34:48
FR	+33 6 25 02 29 52	2	2025-05-30 14:29:02
FR	+33 7 98 17 72 38	5	2025-05-30 14:17:58
FR	+33 7 04 11 27 25	5	2025-05-30 14:08:50
FR	+33 7 31 22 99 15	6	2025-05-30 14:17:32
FR	+33 7 57 77 52 58	19	2025-05-30 14:02:01
FR	+33 7 45 54 59 67	8	2025-05-30 14:18:26
FR	+33 6 87 33 30 79	16	2025-05-30 14:40:29
FR	+33 7 22 94 24 01	13	2025-05-30 14:08:48
FR	+33 6 28 77 00 75	1	2025-05-30 14:00:04
FR	+33 7 60 76 79 83	22	2025-05-30 14:39:19
FR	+33 7 95 63 61 98	20	2025-05-30 14:42:09
FR	+33 6 35 90 27 31	17	2025-05-30 14:40:22
FR	+33 6 44 10 41 19	7	2025-05-30 14:23:04
FR	+33 7 65 32 16 90	25	2025-05-30 14:52:51
FR	+33 6 03 27 32 90	13	2025-05-30 14:43:26
FR	+33 6 84 59 01 50	4	2025-05-30 14:37:07
FR	+33 7 40 43 01 29	4	2025-05-30 14:12:06
FR	+33 6 33 31 46 47	6	2025-05-30 14:32:53
FR	+33 6 56 16 53 25	19	2025-05-30 14:37:03
FR	+33 6 54 40 48 89	12	2025-05-30 14:18:45
FR	+33 7 87 45 73 34	22	2025-05-30 14:58:42
FR	+33 7 21 10 97 96	7	2025-05-30 14:43:21
FR	+33 6 26 02 36 22	10	2025-05-30 14:43:02
FR	+33 7 34 91 13 25	19	2025-05-30 14:07:10
FR	+33 7 39 44 91 48	7	2025-05-30 14:29:58
FR	+33 6 62 20 71 17	3	2025-05-30 14:24:25
FR	+33 6 68 48 88 22	13	2025-05-30 14:55:51
FR	+33 7 48 13 73 54	13	2025-05-30 14:00:17
FR	+33 7 09 26 75 07	18	2025-05-30 14:38:50
FR	+33 7 34 70 42 74	20	2025-05-30 14:20:17
FR	+33 6 09 99 62 45	8	2025-05-30 14:30:40
FR	+33 7 87 87 39 20	9	2025-05-30 14:02:29
FR	+33 7 15 99 58 61	7	2025-05-30 14:15:37
FR	+33 6 62 68 82 79	1	2025-05-30 14:30:37
FR	+33 6 19 59 39 60	3	2025-05-30 14:01:46
FR	+33 6 85 74 37 69	13	2025-05-30 14:43:22
FR	+33 7 30 39 11 55	25	2025-05-30 14:22:48
FR	+33 7 91 23 11 66	17	2025-05-30 14:21:54
FR	+33 6 53 29 37 47	25	2025-05-30 14:38:00
FR	+33 6 39 18 57 74	24	2025-05-30 14:37:16
FR	+33 6 98 33 00 11	1	2025-05-30 14:16:06
FR	+33 7 45 16 34 20	6	2025-05-30 14:36:42
FR	+33 6 28 72 53 80	21	2025-05-30 14:17:33
FR	+33 6 64 14 49 11	6	2025-05-30 14:27:47
FR	+33 7 22 88 35 34	12	2025-05-30 14:40:44
FR	+33 7 95 47 45 42	13	2025-05-30 14:55:29
FR	+33 6 66 07 92 01	13	2025-05-30 14:17:17
FR	+33 7 90 02 16 62	15	2025-05-30 14:03:03
FR	+33 7 37 81 56 11	21	2025-05-30 14:40:21
FR	+33 6 52 39 32 06	16	2025-05-30 14:36:17
FR	+33 7 78 72 29 27	22	2025-05-30 14:34:38
FR	+33 7 65 91 05 94	21	2025-05-30 14:23:52
FR	+33 6 09 87 63 31	11	2025-05-30 14:13:25
FR	+33 7 57 95 85 77	5	2025-05-30 14:54:11
FR	+33 7 49 47 11 33	4	2025-05-30 14:45:08
FR	+33 6 06 85 06 00	3	2025-05-30 14:21:23
FR	+33 7 91 73 68 13	19	2025-05-30 14:32:05
FR	+33 6 37 58 50 69	20	2025-05-30 14:14:01
FR	+33 7 17 08 34 96	25	2025-05-30 14:27:01
FR	+33 6 85 25 86 35	18	2025-05-30 14:50:14
FR	+33 6 52 96 04 31	15	2025-05-30 14:27:28
FR	+33 7 68 30 82 10	9	2025-05-30 14:55:25
FR	+33 7 86 16 25 87	17	2025-05-30 14:29:06
FR	+33 7 44 84 39 42	14	2025-05-30 14:45:17
FR	+33 7 82 80 36 35	15	2025-05-30 14:23:52
FR	+33 6 01 60 09 69	1	2025-05-30 14:05:10
FR	+33 7 96 04 70 43	21	2025-05-30 14:02:52
FR	+33 7 83 70 19 16	22	2025-05-30 14:26:10
FR	+33 7 07 99 85 20	22	2025-05-30 14:47:04
FR	+33 7 21 91 96 79	3	2025-05-30 14:14:31
FR	+33 6 17 10 77 68	16	2025-05-30 14:29:45
FR	+33 7 42 37 14 35	23	2025-05-30 14:45:40
FR	+33 7 54 50 36 84	25	2025-05-30 14:27:15
FR	+33 6 89 07 05 30	11	2025-05-30 14:00:55
FR	+33 7 59 22 43 09	12	2025-05-30 14:57:36
FR	+33 7 60 38 14 77	10	2025-05-30 14:19:09
FR	+33 6 13 16 81 78	16	2025-05-30 14:30:48
FR	+33 7 53 40 13 51	8	2025-05-30 14:28:02
FR	+33 7 55 93 98 49	6	2025-05-30 14:16:16
FR	+33 7 34 63 30 24	12	2025-05-30 14:08:42
FR	+33 7 74 11 73 67	24	2025-05-30 14:50:19
FR	+33 7 62 11 58 09	21	2025-05-30 13:58:59
FR	+33 7 54 58 10 56	8	2025-05-30 14:26:47
FR	+33 7 04 74 73 13	4	2025-05-30 14:08:35
FR	+33 6 18 45 97 16	8	2025-05-30 14:19:59
FR	+33 6 00 10 29 55	18	2025-05-30 14:02:23
FR	+33 6 77 24 27 35	5	2025-05-30 14:24:45
FR	+33 6 68 42 08 46	9	2025-05-30 14:04:07
FR	+33 7 91 46 55 43	4	2025-05-30 14:17:33
FR	+33 6 48 72 84 88	22	2025-05-30 14:20:17
FR	+33 6 40 74 51 83	17	2025-05-30 14:24:48
FR	+33 6 46 92 05 01	9	2025-05-30 14:06:56
FR	+33 7 58 54 85 73	1	2025-05-30 14:48:13
FR	+33 7 23 30 44 47	21	2025-05-30 14:43:16
FR	+33 6 81 88 71 24	20	2025-05-30 14:00:11
FR	+33 7 86 18 81 42	13	2025-05-30 14:35:32
FR	+33 7 18 13 75 18	16	2025-05-30 14:14:09
FR	+33 7 43 61 44 52	13	2025-05-30 14:12:35
FR	+33 6 99 12 63 10	14	2025-05-30 14:06:26
FR	+33 6 42 50 41 08	3	2025-05-30 14:20:36
FR	+33 6 67 23 66 69	6	2025-05-30 14:47:07
FR	+33 7 10 38 00 45	18	2025-05-30 14:16:00
FR	+33 6 82 78 10 24	19	2025-05-30 14:29:41
FR	+33 6 34 59 25 24	5	2025-05-30 14:07:22
FR	+33 7 47 89 18 99	15	2025-05-30 14:33:45
FR	+33 6 18 90 52 76	25	2025-05-30 14:21:35
FR	+33 7 86 54 87 27	2	2025-05-30 14:37:44
FR	+33 7 30 55 05 60	10	2025-05-30 14:58:02
FR	+33 7 31 69 73 81	24	2025-05-30 14:24:16
FR	+33 6 32 42 28 88	18	2025-05-30 14:38:26
FR	+33 7 34 48 79 96	13	2025-05-30 14:52:54
FR	+33 6 83 09 75 86	5	2025-05-30 14:41:04
FR	+33 6 85 28 54 42	23	2025-05-30 14:47:45
FR	+33 7 85 11 47 65	24	2025-05-30 14:56:53
FR	+33 6 11 77 00 13	1	2025-05-30 14:39:18
FR	+33 6 46 59 73 12	22	2025-05-30 13:58:51
FR	+33 7 08 91 86 91	1	2025-05-30 14:32:43
FR	+33 7 74 48 43 09	18	2025-05-30 14:01:34
FR	+33 7 25 00 37 40	15	2025-05-30 13:59:11
FR	+33 7 81 48 40 12	17	2025-05-30 14:04:52
FR	+33 7 67 97 90 67	11	2025-05-30 14:43:13
FR	+33 6 97 10 02 27	21	2025-05-30 14:33:45
FR	+33 6 14 16 74 49	25	2025-05-30 14:24:48
FR	+33 7 81 12 48 87	22	2025-05-30 14:49:02
FR	+33 7 99 59 34 88	17	2025-05-30 14:23:53
FR	+33 6 54 24 00 92	13	2025-05-30 14:07:44
FR	+33 6 51 84 06 22	1	2025-05-30 14:36:39
FR	+33 7 15 02 09 82	2	2025-05-30 14:21:10
FR	+33 7 72 74 77 23	9	2025-05-30 14:04:53
FR	+33 7 75 10 40 92	3	2025-05-30 14:10:46
FR	+33 6 65 84 11 14	1	2025-05-30 14:41:46
FR	+33 7 18 56 49 09	21	2025-05-30 14:00:50
FR	+33 7 86 61 27 45	16	2025-05-30 14:08:19
FR	+33 7 98 34 78 97	23	2025-05-30 14:22:08
FR	+33 7 67 82 80 03	6	2025-05-30 14:43:03
FR	+33 7 13 98 91 08	17	2025-05-30 14:29:39
FR	+33 7 73 34 61 36	5	2025-05-30 14:56:29
FR	+33 7 57 73 26 18	5	2025-05-30 14:16:21
FR	+33 7 94 73 29 19	6	2025-05-30 14:32:50
FR	+33 6 64 68 30 64	3	2025-05-30 14:10:35
FR	+33 7 29 70 77 42	21	2025-05-30 14:58:37
FR	+33 7 74 11 09 76	23	2025-05-30 14:09:40
FR	+33 6 31 19 13 06	5	2025-05-30 14:15:30
FR	+33 6 09 91 56 42	21	2025-05-30 14:25:22
FR	+33 7 45 73 64 44	5	2025-05-30 14:54:21
FR	+33 7 90 03 80 61	10	2025-05-30 14:34:30
FR	+33 7 19 49 76 64	10	2025-05-30 14:21:57
FR	+33 6 52 62 65 38	19	2025-05-30 14:48:39
FR	+33 6 83 22 76 06	17	2025-05-30 14:34:39
FR	+33 7 49 34 03 90	21	2025-05-30 14:07:58
FR	+33 6 94 26 90 79	14	2025-05-30 14:44:19
FR	+33 7 10 11 84 88	9	2025-05-30 14:29:26
FR	+33 6 79 62 49 53	14	2025-05-30 14:22:53
FR	+33 7 55 71 88 55	1	2025-05-30 14:10:19
FR	+33 6 24 42 50 21	19	2025-05-30 14:54:01
FR	+33 7 72 76 21 78	13	2025-05-30 14:19:03
FR	+33 7 51 61 46 43	13	2025-05-30 14:30:23
FR	+33 7 45 97 36 97	4	2025-05-30 14:14:27
FR	+33 6 55 78 24 20	1	2025-05-30 14:23:26
FR	+33 7 41 61 59 92	17	2025-05-30 14:27:13
FR	+33 7 61 72 71 81	8	2025-05-30 14:35:54
FR	+33 6 43 13 56 67	2	2025-05-30 14:11:11
FR	+33 7 49 05 86 05	8	2025-05-30 14:09:41
FR	+33 7 33 33 01 14	7	2025-05-30 14:07:00
FR	+33 7 24 17 61 35	2	2025-05-30 14:40:39
FR	+33 6 53 83 84 49	22	2025-05-30 14:25:05
FR	+33 7 88 21 03 01	22	2025-05-30 14:06:46
FR	+33 6 02 14 20 84	3	2025-05-30 14:28:37
FR	+33 7 60 55 71 61	18	2025-05-30 14:04:51
FR	+33 7 57 79 64 28	12	2025-05-30 14:06:00
FR	+33 6 73 64 28 59	1	2025-05-30 14:18:29
FR	+33 7 31 18 73 21	22	2025-05-30 14:44:53
FR	+33 7 32 54 23 43	12	2025-05-30 14:07:54
FR	+33 7 81 10 54 22	5	2025-05-30 14:28:02
FR	+33 6 08 32 32 40	25	2025-05-30 14:38:30
FR	+33 6 45 93 49 68	17	2025-05-30 14:50:08
FR	+33 7 40 10 66 49	16	2025-05-30 14:09:54
FR	+33 7 05 69 22 10	15	2025-05-30 14:21:44
FR	+33 7 12 82 49 90	23	2025-05-30 14:50:51
FR	+33 7 86 71 67 53	15	2025-05-30 14:56:15
FR	+33 7 11 54 73 93	5	2025-05-30 14:14:08
FR	+33 6 97 64 29 18	21	2025-05-30 14:01:34
FR	+33 6 65 49 57 93	14	2025-05-30 14:07:02
FR	+33 6 14 01 38 58	2	2025-05-30 14:56:56
FR	+33 6 48 28 93 76	11	2025-05-30 14:48:08
FR	+33 7 84 19 90 29	19	2025-05-30 14:50:53
FR	+33 6 52 65 76 54	7	2025-05-30 14:44:33
FR	+33 6 70 59 17 69	6	2025-05-30 14:16:07
FR	+33 7 82 33 18 14	2	2025-05-30 14:05:48
FR	+33 6 06 86 81 19	6	2025-05-30 14:35:58
FR	+33 6 71 05 56 47	18	2025-05-30 14:13:30
FR	+33 6 36 13 04 41	2	2025-05-30 14:05:31
FR	+33 6 05 16 54 94	18	2025-05-30 14:11:53
FR	+33 6 64 43 76 94	15	2025-05-30 14:40:56
FR	+33 7 47 40 84 59	19	2025-05-30 14:27:53
FR	+33 7 65 98 59 45	2	2025-05-30 14:05:25
FR	+33 6 86 89 84 60	20	2025-05-30 14:47:34
FR	+33 7 39 58 41 37	25	2025-05-30 14:33:41
FR	+33 6 85 14 30 92	6	2025-05-30 14:57:46
FR	+33 7 90 09 23 34	1	2025-05-30 14:45:41
FR	+33 7 13 09 95 70	24	2025-05-30 14:22:33
FR	+33 6 90 58 31 07	15	2025-05-30 14:03:44
FR	+33 6 94 75 16 50	23	2025-05-30 14:29:35
FR	+33 6 16 28 36 41	10	2025-05-30 14:14:54
FR	+33 6 48 89 04 70	19	2025-05-30 14:01:25
FR	+33 7 19 52 20 03	17	2025-05-30 14:15:48
FR	+33 6 91 93 38 47	5	2025-05-30 14:20:23
FR	+33 7 34 11 76 35	4	2025-05-30 14:24:56
FR	+33 6 14 77 47 89	10	2025-05-30 14:00:02
FR	+33 7 02 51 36 14	24	2025-05-30 14:17:32
FR	+33 7 24 11 37 11	17	2025-05-30 14:53:16
FR	+33 6 34 80 85 89	10	2025-05-30 14:15:03
FR	+33 6 03 49 12 51	17	2025-05-30 14:20:47
FR	+33 7 66 95 22 35	20	2025-05-30 14:31:33
FR	+33 6 37 38 24 15	24	2025-05-30 14:46:25
FR	+33 7 37 69 12 78	5	2025-05-30 14:08:18
FR	+33 7 57 98 00 86	2	2025-05-30 14:22:24
FR	+33 6 10 56 89 08	6	2025-05-30 14:22:32
FR	+33 6 30 53 40 32	21	2025-05-30 14:56:39
FR	+33 7 47 43 34 27	2	2025-05-30 14:17:26
FR	+33 7 40 01 87 60	13	2025-05-30 14:00:04
FR	+33 7 32 74 07 28	11	2025-05-30 14:07:04
FR	+33 7 20 73 26 26	11	2025-05-30 14:46:06
FR	+33 7 24 37 91 74	16	2025-05-30 14:19:37
FR	+33 6 93 18 58 09	11	2025-05-30 14:26:59
FR	+33 6 79 29 53 55	19	2025-05-30 14:30:14
FR	+33 6 22 95 91 36	15	2025-05-30 14:12:20
FR	+33 6 11 37 31 64	25	2025-05-30 14:14:26
FR	+33 7 42 08 49 63	23	2025-05-30 14:13:50
FR	+33 6 74 23 23 85	23	2025-05-30 14:04:26
FR	+33 6 63 43 03 25	16	2025-05-30 14:26:36
FR	+33 7 95 49 76 37	11	2025-05-30 14:00:10
FR	+33 7 38 92 47 81	22	2025-05-30 14:13:53
FR	+33 7 88 40 31 89	16	2025-05-30 14:51:14
FR	+33 7 99 27 27 65	8	2025-05-30 14:44:04
FR	+33 6 89 93 64 77	4	2025-05-30 14:18:39
FR	+33 6 81 11 43 74	8	2025-05-30 14:33:34
FR	+33 7 97 88 44 24	4	2025-05-30 14:14:49
FR	+33 6 00 43 26 91	24	2025-05-30 14:34:37
FR	+33 6 66 47 10 65	25	2025-05-30 14:44:18
FR	+33 6 20 04 04 21	3	2025-05-30 14:03:52
FR	+33 7 12 45 03 53	3	2025-05-30 14:34:09
FR	+33 6 62 55 69 46	18	2025-05-30 14:48:59
FR	+33 6 06 31 65 76	19	2025-05-30 14:48:40
FR	+33 7 74 21 98 03	19	2025-05-30 14:01:13
FR	+33 6 02 47 10 80	21	2025-05-30 14:21:23
FR	+33 7 77 90 92 56	5	2025-05-30 14:37:21
FR	+33 6 79 52 58 56	18	2025-05-30 14:28:15
FR	+33 6 33 19 17 96	10	2025-05-30 14:34:17
